site,date,REG,DOY,WY,DOWY,M_DAY,lev_avg,lev_CV,temp_avg,temp_min,temp_max,temp_CV,lev_7_avg,temp_7_avg,temp_7_max,temp_7_min,temp_30_max,temp_30_min,days_no_ppt,obs_strt,missData,totalEM,Q_cfs,Q_CV,Q_min,Q_max,Q_7_cfs,Q_7_CV,len_km,EM_per_km,OVIPOSITION
NFA,2011-06-05,U,156,2011,248,5,2.142325,5.561292407752112,9.2834375,8.7425,9.84,4.293205535228882,1.902349851190476,8.941860119047618,9.742083333333333,8.188333333333333,10.427916666666667,5.800520833333334,0,NA,NA,NA,1625.7291666666667,11.867725831196935,1360,1840,1461.0119047619046,3.97235797803225,0.57,NA,0
NFA,2011-06-06,U,157,2011,249,6,2.7791072916666666,5.793902209541473,7.95375,7.1625,9.4725,9.5935818561599,2.035485119047619,8.812142857142858,9.742083333333333,7.95375,10.427916666666667,5.800520833333334,0,NA,NA,NA,2809.6875,32.519107446331056,1770,4180,1653.377976190476,8.347061863161702,0.57,NA,0
NFA,2011-06-07,U,158,2011,250,7,2.4435572916666666,4.016419097121454,8.983229166666666,7.2525,11.17,16.995225682287597,2.115560714285714,8.703735119047618,9.2834375,7.95375,10.427916666666667,5.800520833333334,0,NA,NA,NA,3377.9166666666665,7.387408998194625,3080,3907.5,1933.2589285714287,8.956152903707094,0.57,NA,0
NFA,2011-06-08,U,159,2011,251,8,2.4663489583333336,3.932653289096979,10.482291666666667,8.895,11.7175,9.517170017850352,2.189630654761905,8.930252976190475,10.482291666666667,7.95375,10.482291666666667,5.800520833333334,1,NA,NA,NA,2843.5416666666665,5.517250001704161,2517.5,3060,2126.235119047619,9.125753891958412,0.57,NA,0
NFA,2011-06-09,U,160,2011,252,9,2.5578385416666665,5.2082309258268,10.243020833333333,8.4075,11.6975,11.470843703908024,2.289062648809524,9.223779761904762,10.482291666666667,7.95375,10.482291666666667,5.800520833333334,2,NA,NA,NA,2818.125,11.791771695915418,2360,3280,2309.8065476190473,10.302274389511206,0.57,NA,0
NFA,2011-06-10,U,161,2011,253,10,2.6231260416666666,5.464073419268095,10.391979166666667,8.58,11.885,11.363933321585552,2.4064638392857143,9.481383928571429,10.482291666666667,7.95375,10.482291666666667,5.800520833333334,3,NA,NA,NA,2956.1458333333335,11.61221004024663,2470,3450,2534.776785714286,11.808112958414307,0.57,NA,0
NFA,2011-06-11,U,162,2011,254,11,2.6390375,5.662308965309933,10.003229166666667,8.4075,11.36,10.846719008181635,2.5216200892857144,9.620133928571429,10.482291666666667,7.95375,10.482291666666667,5.800520833333334,4,NA,NA,NA,3131.7708333333335,12.673122406144257,2605,3750,2794.7023809523807,13.33837091710473,0.57,NA,0
NFA,2011-06-12,U,163,2011,255,12,2.5665260416666666,5.519311498272685,9.9465625,8.21,11.54,11.652181405078633,2.582220238095238,9.714866071428572,10.482291666666667,7.95375,10.482291666666667,5.800520833333334,5,NA,NA,NA,2996.1458333333335,9.929437825253212,2600,3457.5,2990.4761904761904,13.061472630541342,0.57,NA,0
NFA,2011-06-13,U,164,2011,256,13,2.59490625,5.327437294375047,10.620833333333334,8.8925,11.9675,10.674035980574338,2.555905803571428,10.095877976190476,10.620833333333334,8.983229166666666,10.620833333333334,5.800520833333334,6,NA,NA,NA,2878.75,10.251086434062938,2465,3310,3000.342261904762,9.880326771645896,0.57,NA,0
NFA,2011-06-14,U,165,2011,257,14,2.7003145833333333,6.561476200270469,10.633333333333333,8.6925,12.5075,12.872491911925337,2.592585416666666,10.331607142857143,10.633333333333333,9.9465625,10.633333333333333,5.800520833333334,7,NA,NA,NA,3088.125,12.716852928415756,2550,3690,2958.943452380952,10.641675904534628,0.57,NA,0
NFA,2011-06-15,U,166,2011,258,15,2.7178958333333334,6.609988267597334,10.449583333333333,8.645,12.1575,12.121728062390941,2.6285206845238096,10.326934523809525,10.633333333333333,9.9465625,10.633333333333333,6.589270833333333,8,NA,NA,NA,3398.3333333333335,15.444052464334543,2715,4212.5,3038.1994047619046,12.059790542053253,0.57,NA,0
NFA,2011-06-16,U,167,2011,259,16,2.646667708333333,6.292837493242559,10.3340625,8.675,11.7075,10.69021352308777,2.6412105654761904,10.339940476190476,10.633333333333333,9.9465625,10.633333333333333,6.974583333333333,9,NA,NA,NA,3242.0833333333335,13.099911456658761,2710,3930,3098.7648809523807,12.246667650730874,0.57,NA,0
NFA,2011-06-17,U,168,2011,260,17,2.57914375,6.355363214791715,10.163541666666667,8.31,11.82,12.264859618441617,2.6349273809523805,10.307306547619048,10.633333333333333,9.9465625,10.633333333333333,7.730729166666666,10,NA,NA,NA,3035.5208333333335,12.406634216456142,2585,3697.5,3110.1041666666665,12.360156818760805,0.57,NA,0
NFA,2011-06-18,U,169,2011,261,18,2.5187083333333335,5.389526288709908,10.596354166666666,8.985,11.9725,10.032541167158222,2.6177375,10.39203869047619,10.633333333333333,9.9465625,10.633333333333333,7.730729166666666,11,NA,NA,NA,2783.9583333333335,9.580241919549767,2425,3200,3060.4166666666665,11.918316749247307,0.57,NA,0
NFA,2011-06-19,U,170,2011,262,19,2.5454791666666665,5.235437228644861,10.855729166666666,9.155,12.0225,9.9197900324045,2.6147308035714287,10.521919642857142,10.855729166666666,10.163541666666667,10.855729166666666,7.730729166666666,12,NA,NA,NA,2793.5416666666665,11.596891573946548,2350,3272.5,3031.473214285714,12.156524427632068,0.57,NA,0
NFA,2011-06-20,U,171,2011,263,20,2.5200302083333335,5.702751545033964,10.9628125,9.01,12.94,12.24611646238457,2.604034226190476,10.57077380952381,10.9628125,10.163541666666667,10.9628125,7.730729166666666,13,NA,NA,NA,2804.375,10.783537489568996,2405,3272.5,3020.848214285714,12.232588864132936,0.57,NA,0
NFA,2011-06-21,U,172,2011,264,21,2.6260020833333333,6.252633655450628,11.808333333333334,10.045,13.51,10.269358653281914,2.593418154761905,10.738630952380953,11.808333333333334,10.163541666666667,11.808333333333334,7.730729166666666,14,NA,NA,NA,2846.25,12.348193666943668,2327.5,3335,2986.2946428571427,12.17992325535121,0.57,NA,0
NFA,2011-06-22,U,173,2011,265,22,2.693954166666667,6.190142043171168,11.866875,10.1,13.5925,10.75544346836199,2.589997916666667,10.941101190476191,11.866875,10.163541666666667,11.866875,7.730729166666666,15,NA,NA,NA,3189.8958333333335,13.84415686073091,2582.5,3900,2956.5178571428573,11.951366740550688,0.57,NA,0
NFA,2011-06-23,U,174,2011,266,23,2.6505718750000002,6.241735353184319,11.590729166666666,9.935,12.8925,9.430079683443049,2.5905556547619044,11.120625,11.866875,10.163541666666667,11.866875,7.730729166666666,16,NA,NA,NA,3244.4791666666665,13.942556675237661,2702.5,3997.5,2956.860119047619,12.071744628919104,0.57,NA,0
NFA,2011-06-24,U,175,2011,267,24,2.4826916666666667,6.104567078484063,11.02,9.3175,12.2875,9.889086666196135,2.576776785714286,11.24297619047619,11.866875,10.596354166666666,11.866875,7.730729166666666,17,NA,NA,NA,2915.7291666666665,11.694516455090275,2445,3480,2939.7470238095234,11.97001352015255,0.57,NA,0
NFA,2011-06-25,U,176,2011,268,25,2.318489583333333,5.2069929240997634,11.152291666666667,9.4225,12.34,9.515474061882495,2.5481741071428567,11.322395833333333,11.866875,10.855729166666666,11.866875,7.730729166666666,18,NA,NA,NA,2424.4791666666665,8.375384466545052,2135,2755,2888.3928571428573,11.797891026866163,0.57,NA,0
NFA,2011-06-26,U,177,2011,269,26,2.227290625,5.170068876256642,11.6334375,10.11,12.58,7.67906149166295,2.5027186011904763,11.433497023809524,11.866875,10.9628125,11.866875,7.730729166666666,19,NA,NA,NA,2139.7916666666665,7.788295852347054,1917.5,2405,2795,11.25380592378052,0.57,NA,0
NFA,2011-06-27,U,178,2011,270,27,2.2239010416666667,5.179821869725744,12.411354166666667,10.9,13.4825,7.45400572230247,2.4604144345238095,11.640431547619047,12.411354166666667,11.02,12.411354166666667,7.730729166666666,20,NA,NA,NA,1984.0625,7.920177032322014,1760,2230,2677.8125,10.844754429888095,0.57,NA,0
NFA,2011-06-28,U,179,2011,271,28,2.2726864583333333,4.871204861423383,11.6228125,10.9125,13.3625,5.945097392672938,2.4099407738095238,11.613928571428572,12.411354166666667,11.02,12.411354166666667,7.95375,0,NA,NA,NA,2106.5625,11.79702336355289,1760,2465,2572.1428571428573,10.766015815117983,0.57,NA,0
NFA,2011-06-29,U,180,2011,272,29,2.6659979166666665,6.304288295524961,10.8128125,9.6475,12.015,6.816463143543704,2.405947023809524,11.463348214285714,12.411354166666667,10.8128125,12.411354166666667,7.95375,0,NA,NA,NA,2716.0416666666665,27.26039901600826,1895,3960,2504.4494047619046,12.682621837300461,0.57,NA,0
NFA,2011-06-30,U,181,2011,273,30,2.2506708333333334,5.285756888392739,11.629791666666666,10.02,13.21,9.853002652275608,2.348818303571428,11.468928571428572,12.411354166666667,10.8128125,12.411354166666667,7.95375,0,2011-07-13,N,21,2617.1875,15.042308749807276,2012.5,3477.5,2414.836309523809,12.839729276524693,0.57,36.8421052631579,1
NFA,2011-07-01,U,182,2011,274,1,2.1611239583333335,5.1638694874090705,12.78875,11.4,13.9,6.5466906555173985,2.302880059523809,11.721607142857142,12.78875,10.8128125,12.78875,7.95375,1,NA,NA,NA,1987.0833333333333,7.38484488769536,1800,2225,2282.172619047619,12.22406190975399,0.57,NA,0
NFA,2011-07-02,U,183,2011,275,2,2.136034375,4.919089295862317,13.486875,12.03,14.41,6.246655593074454,2.2768150297619045,12.055119047619048,13.486875,10.8128125,13.486875,7.95375,2,NA,NA,NA,1863.75,8.24637883014032,1650,2100,2202.068452380952,12.205632533124742,0.57,NA,0
NFA,2011-07-03,U,184,2011,276,3,2.1073260416666666,5.396097114020894,13.801875,12.345,14.7125,6.016052662035139,2.259677232142857,12.364895833333334,13.801875,10.8128125,13.801875,7.95375,3,NA,NA,NA,1844.7916666666667,9.275322198970485,1615,2107.5,2159.925595238095,12.418064868356662,0.57,NA,0
NFA,2011-07-04,U,185,2011,277,4,2.07035,4.938499792950665,14.315729166666667,12.9575,15.24,5.417431751037209,2.237741369047619,12.636949404761905,14.315729166666667,10.8128125,14.315729166666667,7.95375,4,NA,NA,NA,1753.4375,8.240113585395745,1555,1982.5,2126.9791666666665,12.463770090224338,0.57,NA,0
NFA,2011-07-05,U,186,2011,278,5,2.0194604166666665,5.188071589233836,14.607916666666666,13.255,15.3925,5.070833383257591,2.201566220238095,13.063392857142857,14.607916666666666,10.8128125,14.607916666666666,7.95375,5,NA,NA,NA,1685,8.033581536009228,1510,1900,2066.755952380952,11.926135543432386,0.57,NA,0
NFA,2011-07-06,U,187,2011,279,6,1.9943708333333334,4.568384883472643,15.318645833333333,14.175,16.1525,4.303790177280652,2.1056194940476187,13.707083333333333,15.318645833333333,11.629791666666666,15.318645833333333,8.983229166666666,6,NA,NA,NA,1592.9166666666667,7.579082306365915,1420,1780,1906.3095238095234,9.114518870626338,0.57,NA,0
NFA,2011-07-07,U,188,2011,280,7,1.9533395833333334,4.45997229387084,15.564166666666667,14.3325,16.4825,4.363637124417047,2.0631436011904762,14.269136904761906,15.564166666666667,12.78875,15.564166666666667,9.9465625,7,NA,NA,NA,1553.0208333333333,7.117400727229594,1410,1730,1754.285714285714,7.98238915311524,0.57,NA,0
NFA,2011-07-08,U,189,2011,281,8,1.8349864583333333,4.902706630341732,15.2453125,13.8625,16.245,5.2473281412522335,2.016552529761905,14.620074404761905,15.564166666666667,13.486875,15.564166666666667,9.9465625,8,NA,NA,NA,1425.5208333333333,5.416027093360252,1285,1550,1674.0624999999998,7.701129468210224,0.57,NA,0
NFA,2011-07-09,U,190,2011,282,9,1.7647989583333334,4.226234323137633,15.9646875,14.9425,17.07,4.204740346934304,1.9635188988095236,14.974047619047619,15.9646875,13.801875,15.9646875,9.9465625,9,NA,NA,NA,1253.4375,5.976549518441613,1152.5,1372.5,1586.8749999999998,7.376868137967551,0.57,NA,0
NFA,2011-07-10,U,191,2011,283,10,1.6807802083333334,4.177146437550089,15.7603125,14.7025,16.8975,4.268923225536435,1.9025837797619047,15.253824404761904,15.9646875,14.315729166666667,15.9646875,9.9465625,10,NA,NA,NA,1110.2083333333333,4.38907989187132,1040,1182.5,1481.9345238095234,6.678833522667672,0.57,NA,0
NFA,2011-07-11,U,192,2011,284,11,1.5994010416666666,3.0279200306738265,15.550833333333333,14.1775,17.0425,5.974485336255187,1.835305357142857,15.430267857142857,15.9646875,14.607916666666666,15.9646875,9.9465625,11,NA,NA,NA,957.7916666666666,4.036897293748087,895.75,1037.5,1368.2708333333333,6.078374052432291,0.57,NA,0
NFA,2011-07-12,U,193,2011,285,12,1.5610510416666667,2.2655456033195507,15.812083333333334,14.41,17.3875,6.170444431695999,1.7698183035714286,15.602291666666668,15.9646875,15.2453125,15.9646875,10.163541666666667,12,NA,NA,NA,855.625,3.5070980547583326,803,904,1249.7886904761904,5.431733555110735,0.57,NA,0
NFA,2011-07-13,U,194,2011,286,13,1.526540625,2.3364142982111766,16.066145833333334,14.7525,17.6575,5.834240058794619,1.7029854166666667,15.709077380952381,16.066145833333334,15.2453125,16.066145833333334,10.163541666666667,13,NA,NA,NA,799.7083333333334,3.307363430687447,755.5,847.5,1136.473214285714,4.821488001442382,0.57,NA,0
NFA,2011-07-14,U,195,2011,287,14,1.4900947916666667,1.8976131310625548,16.0115625,14.595,17.6675,6.267254997453879,1.6368075892857141,15.772991071428573,16.066145833333334,15.2453125,16.066145833333334,10.163541666666667,14,NA,NA,NA,739.0625,3.0091452072717746,703.5,783,1020.1934523809521,4.234594355734123,0.57,NA,0
NFA,2011-07-15,U,196,2011,288,15,1.4611291666666666,1.979327972595544,15.987291666666668,14.8575,17.2675,4.922657671866157,1.5833994047619047,15.878988095238096,16.066145833333334,15.550833333333333,16.066145833333334,10.163541666666667,15,NA,NA,NA,693.7395833333334,3.00788315648241,660,730.5,915.6532738095235,3.8905737933230022,0.57,NA,0
NFA,2011-07-16,U,197,2011,289,16,1.4302291666666667,1.6045047962347874,16.101875,14.585,17.82,6.883390554538018,1.535603720238095,15.89858630952381,16.101875,15.550833333333333,16.101875,10.163541666666667,16,NA,NA,NA,646.875,3.3582314420947017,616.25,691.5,829.0014880952377,3.516528353844872,0.57,NA,0
NFA,2011-07-17,U,198,2011,290,17,1.4054302083333334,1.5779417848834567,16.586979166666666,15.1825,18.2125,5.997670123797092,1.4962680059523807,16.016681547619047,16.586979166666666,15.550833333333333,16.586979166666666,10.596354166666666,17,NA,NA,NA,610.5,3.2701225571370762,580.25,651.25,757.614583333333,3.356677306025694,0.57,NA,0
NFA,2011-07-18,U,199,2011,291,18,1.3886270833333334,1.318836959580956,17.1265625,15.65,18.905,6.49833334763741,1.4661574404761903,16.241785714285715,17.1265625,15.812083333333334,17.1265625,10.8128125,18,NA,NA,NA,579.125,3.238431195641871,551,614,703.5193452380951,3.242610720581949,0.57,NA,0
NFA,2011-07-19,U,200,2011,292,19,1.3765177083333333,1.4025279482110642,17.721458333333334,16.2925,19.45,6.107374535007597,1.4397955357142855,16.51455357142857,17.721458333333334,15.987291666666668,17.721458333333334,10.8128125,19,NA,NA,NA,559.8125,3.146760564010098,529.5,587,661.2604166666664,3.1911339361893445,0.57,NA,0
NFA,2011-07-20,U,201,2011,293,20,1.3600354166666666,1.5717099229940221,18.0815625,16.675,19.7925,5.724868388496329,1.4160090773809522,16.802470238095236,18.0815625,15.987291666666668,18.0815625,10.8128125,20,NA,NA,NA,542.7916666666666,3.326150059113871,517,571.25,624.5580357142854,3.1938177402502617,0.57,NA,0
NFA,2011-07-21,U,202,2011,294,21,1.332771875,1.2007119862747588,18.373854166666668,16.94,20.1875,6.100480911853215,1.3935343749999998,17.13994047619048,18.373854166666668,15.987291666666668,18.373854166666668,10.8128125,21,NA,NA,NA,508.5208333333333,4.299567219448769,477,551.25,591.6235119047616,3.3781637419898325,0.57,NA,0
NFA,2011-07-22,U,203,2011,295,22,1.3108302083333334,0.9601859755712124,18.850208333333335,17.4175,20.69,6.205497026566996,1.3720630952380952,17.548928571428572,18.850208333333335,16.101875,18.850208333333335,10.8128125,22,NA,NA,NA,478.125,4.124022903558413,453,512.5,560.8214285714283,3.5376122772864043,0.57,NA,0
NFA,2011-07-23,U,204,2011,296,23,1.2961614583333334,0.7719940029477155,19.354791666666667,17.91,21.2175,6.249909703046916,1.3529105654761904,18.013630952380954,19.354791666666667,16.586979166666666,19.354791666666667,10.8128125,23,NA,NA,NA,450.6770833333333,3.937736350515948,423,479.25,532.7931547619045,3.620398692775154,0.57,NA,0
NFA,2011-07-24,U,205,2011,297,24,1.29505625,1.0340462510517405,19.772604166666667,18.26,21.68,6.360677391879695,1.337142857142857,18.46872023809524,19.772604166666667,17.1265625,19.772604166666667,10.8128125,24,NA,NA,NA,433.59375,3.365119195502277,411,455,507.52083333333303,3.6339696411130396,0.57,NA,0
NFA,2011-07-25,U,206,2011,298,25,1.285765625,1.0522413676840061,19.9440625,18.58,21.6975,5.5318714320387175,1.3224483630952382,18.87122023809524,19.9440625,17.721458333333334,19.9440625,10.8128125,25,NA,NA,NA,425.7708333333333,3.928337461199375,402,453,485.61309523809496,3.732527679049826,0.57,NA,0
NFA,2011-07-26,U,207,2011,299,26,1.2669697916666667,0.7925879479403543,19.366979166666667,17.83,21.0825,5.849978286191088,1.3067986607142856,19.106294642857144,19.9440625,18.0815625,19.9440625,10.8128125,26,NA,NA,NA,406.6041666666667,4.616509082265287,381,435,463.7261904761902,3.9424917530862813,0.57,NA,0
NFA,2011-07-27,U,208,2011,300,27,1.2493229166666666,0.513314671537408,19.333958333333335,17.5975,21.175,6.719841117802825,1.2909825892857143,19.285208333333337,19.9440625,18.373854166666668,19.9440625,10.8128125,27,NA,NA,NA,378.8541666666667,4.646649622377538,353,404,440.3065476190473,4.131134547838234,0.57,NA,0
NFA,2011-07-28,U,209,2011,301,28,1.2307302083333334,0.4389429555939724,19.684895833333332,17.91,21.4175,6.507454429161191,1.2764052083333333,19.4725,19.9440625,18.850208333333335,19.9440625,10.8128125,28,NA,NA,NA,348.2604166666667,5.362802882732782,321.25,371.25,417.4122023809521,4.283025356878808,0.57,NA,0
NFA,2011-07-29,U,210,2011,302,29,1.2265979166666667,0.7000917050052904,20.544583333333335,18.6025,22.5,7.1844138215836555,1.2643720238095235,19.714553571428574,20.544583333333335,19.333958333333335,20.544583333333335,11.629791666666666,29,NA,NA,NA,325.0416666666667,2.74374325397928,309,338.75,395.54315476190453,4.085842549796074,0.57,NA,0
NFA,2011-07-30,U,211,2011,303,30,1.2251083333333332,0.6730222082533002,21.475833333333334,19.74,23.2825,5.9876962247274985,1.2542215773809524,20.017559523809524,21.475833333333334,19.333958333333335,21.475833333333334,12.78875,30,NA,NA,NA,320.7395833333333,3.441297575378433,298.5,338.75,376.98065476190453,4.0149227247764285,0.57,NA,0
NFA,2011-07-31,U,212,2011,304,31,1.2224364583333334,0.6288040320547148,21.806041666666665,20.0825,23.5575,5.679657422492758,1.2438473214285712,20.308050595238093,21.806041666666665,19.333958333333335,21.806041666666665,13.486875,31,NA,NA,NA,313.6979166666667,3.67947926906446,286.75,330,359.8526785714283,4.059831306713884,0.57,NA,0
NFA,2011-08-01,U,213,2011,305,1,1.1959645833333332,0.8741799123298355,22.024791666666665,20.3175,23.75,5.469102140010766,1.231018601190476,20.605297619047622,22.024791666666665,19.333958333333335,22.024791666666665,13.801875,32,NA,NA,NA,304.7916666666667,4.475157920084109,282.75,323,342.56994047619025,4.137948515125989,0.57,NA,0
NFA,2011-08-02,U,214,2011,306,2,1.1687333333333334,0.3688933384441691,20.840208333333333,20.1675,21.7075,2.615249350621419,1.2169848214285712,20.815758928571427,22.024791666666665,19.333958333333335,22.024791666666665,14.315729166666667,33,NA,NA,NA,291.34375,5.201869371168883,269.75,312.5,326.1041666666664,4.221571413540788,0.57,NA,0
NFA,2011-08-03,U,215,2011,307,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,268.71875,4.140146944734841,247.25,284.5,310.37053571428544,4.14921388816326,0.57,NA,0
NFA,2011-08-04,U,216,2011,308,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,247.125,4.272047378821992,230,258,295.9226190476188,3.993391673318861,0.57,NA,0
NFA,2011-08-05,U,217,2011,309,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,231.19791666666666,2.4477926424116503,222.5,237.75,282.51636904761875,3.951113014523486,0.57,NA,0
NFA,2011-08-06,U,218,2011,310,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,222.4375,2.5580321359650267,212,230,268.47321428571405,3.8249322374644277,0.57,NA,0
NFA,2011-08-07,U,219,2011,311,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,212.8125,2.209247584448087,201.5,218,254.06101190476164,3.614899139662089,0.57,NA,0
NFA,2011-08-08,U,220,2011,312,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,203.57291666666666,3.1293785350343457,191.25,212,239.6011904761902,3.4226449417978366,0.57,NA,0
NFA,2011-08-09,U,221,2011,313,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,192.79166666666666,1.6401078239899394,186.75,197,225.52232142857116,2.9138218636294164,0.57,NA,0
NFA,2011-08-10,U,222,2011,314,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,186.36458333333334,1.605357489995377,180,191,213.7574404761902,2.551709084380921,0.57,NA,0
NFA,2011-08-11,U,223,2011,315,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,181.72916666666666,1.8611608429887934,172.75,186.75,204.4151785714283,2.207296722119036,0.57,NA,0
NFA,2011-08-12,U,224,2011,316,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,175.875,1.8717573838460995,168.5,180,196.5119047619045,2.1250059708953857,0.57,NA,0
NFA,2011-08-13,U,225,2011,317,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,171.5625,1.7744458530991913,166,177,189.24404761904734,2.0130650733431237,0.57,NA,0
NFA,2011-08-14,U,226,2011,318,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,166.52083333333334,2.9043867032563058,157,172.5,182.6309523809521,2.112370661744298,0.57,NA,0
NFA,2011-08-15,U,227,2011,319,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,161.36458333333334,3.4760327607193586,150,169,176.6011904761902,2.161892693985014,0.57,NA,0
NFA,2011-08-16,U,228,2011,320,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,155.875,3.334879775854303,147.5,161,171.32738095238068,2.4040029728227803,0.57,NA,0
NFA,2011-08-17,U,229,2011,321,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150.83333333333334,3.1294501149666756,142.5,158.25,166.25148809523782,2.6217304906758225,0.57,NA,0
NFA,2011-08-18,U,230,2011,322,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,146.47916666666666,2.6994722603597325,138.75,154.25,161.21577380952354,2.741489264585957,0.57,NA,0
NFA,2011-08-19,U,231,2011,323,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,143.03125,2.0912997822033335,136.25,149,156.52380952380923,2.7728524643512764,0.57,NA,0
NFA,2011-08-20,U,232,2011,324,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,139.11458333333334,2.2401555412555543,131.25,143.75,151.8883928571426,2.839382419802185,0.57,NA,0
NFA,2011-08-21,U,233,2011,325,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,138.125,2.0323701074396943,132.5,141.25,147.83184523809496,2.7148086203998116,0.57,NA,0
NFA,2011-08-22,U,234,2011,326,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,135.05208333333334,1.506819906968271,130,137.5,144.0729166666664,2.4334924984353705,0.57,NA,0
NFA,2011-08-23,U,235,2011,327,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,133.38541666666666,2.0397078671974054,127.5,137.5,140.86011904761878,2.248467940055814,0.57,NA,0
NFA,2011-08-24,U,236,2011,328,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,128.64583333333334,1.668675731748381,125,131.25,137.69047619047592,2.0397858853103434,0.57,NA,0
NFA,2011-08-25,U,237,2011,329,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,122.84375,3.2002838685761636,113.5,126.25,134.31398809523782,2.1113304007698335,0.57,NA,0
NFA,2011-08-26,U,238,2011,330,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,119.10416666666667,3.1261676836635117,113.5,125,130.89583333333306,2.2591686724070015,0.57,NA,0
NFA,2011-08-27,U,239,2011,331,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,115.51041666666667,1.5323633156656362,110.25,119.25,127.52380952380926,2.158055497322728,0.57,NA,0
NFA,2011-08-28,U,240,2011,332,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,114.41666666666667,2.5810368964449073,107,119.25,124.13690476190449,2.2364364671806154,0.57,NA,0
NFA,2011-08-29,U,241,2011,333,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,113.25,1.6156349294558643,111,116,121.02232142857117,2.2519814703931287,0.57,NA,0
NFA,2011-08-30,U,242,2011,334,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,110.78125,1.7113080495429156,106,114.75,117.79315476190449,2.2050672107282017,0.57,NA,0
NFA,2011-08-31,U,243,2011,335,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,108.57291666666667,2.3230118640079342,103.75,112.25,114.92559523809497,2.2985438010509953,0.57,NA,0
NFA,2012-03-01,U,61,2012,153,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,364.4166666666667,4.234069712620711,340.5,407.5,240.8749999999997,5.446555427997313,0.57,NA,0
NFA,2012-03-02,U,62,2012,154,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,463.6354166666667,5.139251195623014,423,494,275.38541666666634,5.70417220476183,0.57,NA,0
NFA,2012-03-03,U,63,2012,155,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,380.46875,4.379669879251746,366,419,298.9702380952378,5.891465376809277,0.57,NA,0
NFA,2012-03-04,U,64,2012,156,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,357.4479166666667,3.961198782200442,338.75,384.5,317.1502976190473,5.970671040652711,0.57,NA,0
NFA,2012-03-05,U,65,2012,157,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,406.6354166666667,5.5353791777098795,388,453,344.84821428571394,6.241031550103282,0.57,NA,0
