STA_ID,Station_Name,Elevation,Latitude,Longitude,Nearby_City,HydroID,BasinID,Owner,Maintenance,Operator,MapID,CollectID,County,Basin,Agency,HydroArea,Sensors
DDW,DIDDY WELLS,1300,40.7,-122.1,REDDING,5,7001, , ,50,8,0,SHASTA,SACTO VLY NE,US Bureau of Reclamation,SACRAMENTO RIVER,"2,4,14,16,30,31,32,45"
DES,DE SABLA (DWR),2710,39.872,-121.61,PARADISE,5,7201,701,999,703,13,0,BUTTE,BUTTE CR,CA Dept of Water Resources/O & M,SACRAMENTO RIVER,"2,14,45,203"
DGC,TRINITY RIVER AT DOUGLAS CITY,1600,40.64527893,-122.956665,DOUGLAS CITY,1,901,50,999,404,8,0,TRINITY,TRINITY R,US Geological Survey & US Bureau of Reclamation,NORTH COAST,"1,4,14,20,25,30,31,32,41"
DGH,DOG HOUSE MEADOW,6100,37.7626,-119.785222,GROVELAND,6,8701,702,999,702,25,0,MARIPOSA,MERCED R,CA Dept of Water Resources/Snow Surveys,SAN JOAQUIN RIVER,"2,4,9,10,12,14,18,30,31,32,77,78,96,97,98,99,103,104,105,106,107,108,115"
DGL,DOUGHTY CUT ABOVE GRANT LINE CANAL,18,37.815,-121.425,TRACY,6,9001, , ,1,23,0,SAN JOAQUIN,SAN JOAQUIN R,CA Dept of Water Resources,SAN JOAQUIN RIVER,"1,5,14,25,27,28,61,62,100,141,144"
DGY,DRY CK NR GEYSERVILLE,156,38.6986,-122.9569,GEYSERVILLE,1,1601, , ,56,16,0,SONOMA,RUSSIAN R,US Army Corps of Engineers,NORTH COAST,"1,14,20"
DID,DCID DEER CK DIVERSION NR VINA,470,40.0095,-121.95719,VINA,5,6501, , ,707,8,2,TEHAMA,SACRAMENTO R,CA Dept of Water Resources,SACRAMENTO RIVER,"1,14,20,165"
DKS,DINKEY CK SIPHON,1320,36.9081,-119.1242,PIEDRA,7,9401, , ,60,31,2,FRESNO,KINGS R,Pacific Gas & Electric,TULARE LAKE,"1,14,20"
DKY,DINKEY,5668,37.06639,-119.03944,PIEDRA,7,9401, , ,44,25,2,FRESNO,KINGS R,US Forest Service,TULARE LAKE,"2,4,9,10,11,12,13,14,26,31,32,45,77,78"
DLB,DILLON BEACH,40,38.25,-122.958,DILLON BEACH,2,1701, , ,40,16,0,MARIN,COAST-MARIN,National Weather Service,SAN FRANCISCO BAY,"2,4,9,10,12"
DLC,DELTA CROSS CHANNEL BTW SAC R & SNODGRAS,10,38.245,-121.505,WALNUT GROVE,5,6501, , ,58,17,0,SACRAMENTO,SACRAMENTO R,US Geological Survey,SACRAMENTO RIVER,"1,20,21,25,100,221"
DLP,DIAMOND LN PRECIP NR GLENCOE,2140,38.34315,-120.61837,GLENCOE,6,8301, , ,58,17,2,CALAVERAS,MOKELUMNE R,US Geological Survey,SAN JOAQUIN RIVER,"14,16,45"
DLV,DEL VALLE,703,37.614,-121.745,LIVERMORE,2,2101, , ,1,23,0,ALAMEDA,ALAMEDA CR,CA Dept of Water Resources,SAN FRANCISCO BAY,"6,7,15"
DM2,CHECK 20,165,36.831,-120.433,FIREBAUGH,6,9001, , ,50,30,0,FRESNO,SAN JOAQUIN R,US Bureau of Reclamation,SAN JOAQUIN RIVER,"14,25,100"
DM3,CHECK 21,164,36.778,-120.374,MENDOTA,6,9001, , ,50,30,0,FRESNO,SAN JOAQUIN R,US Bureau of Reclamation,SAN JOAQUIN RIVER,"1,14,25,100"
DMC,DMC HEADWORKS,200,37.78,-121.588,TRACY,5,8101, , ,50,23,0,ALAMEDA,DELTA,US Bureau of Reclamation,SACRAMENTO RIVER,"14,25,100"
DMF,DRUM PH FOREBAY,4750,39.25,-120.75,EMIGRANT GAP,5,7401, , ,60,14,0,PLACER,YUBA R,Pacific Gas & Electric,SACRAMENTO RIVER,"2,45"
DMN,DIAMOND CROSSING,6050,39.112,-120.283,,5,7701, , ,87,14,0,PLACER,AMERICAN R,Placer County Water Agency,SACRAMENTO RIVER,"3,18,82"
DMS,DONNER MEM ST PARK,5937,39.317,-120.233,,8,10501, , ,40,14,0,NEVADA,TRUCKEE R,National Weather Service,NORTH LAHONTAN,2
DNB,SAN JOAQUIN R AT DONNY BRIDGE,239,36.8335,-119.9658,FRESNO,6,9001, , ,50,31,0,MADERA,SAN JOAQUIN R,US Bureau of Reclamation,SAN JOAQUIN RIVER,"1,20,25,100"
DNC,DONNER CREEK AT DONNER LAKE,5924,39.32351685,-120.2343674,TRUCKEE,8,10501,999,999,58,14,0,NEVADA,TRUCKEE R,US Geological Survey,NORTH LAHONTAN,"1,7,14,20"
DNF,DEADMAN FLAT,6100,39.205,-120.363,,5,7701, , ,999,14,0,PLACER,AMERICAN R,None Specified,SACRAMENTO RIVER,"3,18,82"
DNL,DONNER LAKE (STORAGE),5938,39.324,-120.233,TRUCKEE,8,10501, , ,146,14,0,NEVADA,TRUCKEE R,Sierra County,NORTH LAHONTAN,15
DNN,DONNER LAKE (DWR),5945,39.333,-120.25,TRUCKEE,8,10501,58,999,58,14,0,NEVADA,TRUCKEE R,US Geological Survey,NORTH LAHONTAN,"2,4,6,14,15,22,30,31,32,45"
DNP,DON PEDRO RESERVOIR,830,37.702,-120.421,LA GRANGE,6,8601, , ,203,24,0,TUOLUMNE,TUOLUMNE R,Turlock Irrigation District,SAN JOAQUIN RIVER,"6,15,22,23,45,76,94,200"
DNR,DONNER LAKE (SNOW COURSE),6000,39.32,-120.292,,8,10501, , ,999,14,0,NEVADA,TRUCKEE R,None Specified,NORTH LAHONTAN,"3,18,82"
DNS,DONNER SUMMIT,6900,39.31,-120.338,,5,7401, , ,63,14,0,PLACER,YUBA R,Pacific Gas and Electric Company,SACRAMENTO RIVER,"3,18,82"
DNV,DOWNIEVILLE,2920,39.5586,-120.8292,DOWNIEVILLE,5,7401,700,700,700,14,0,SIERRA,YUBA R,CA Dept of Water Resources/Flood Management,SACRAMENTO RIVER,"2,4,14,16,30,31,32,45"
DOL,DOLLY CREEK,6622,39.14881,-120.36872,FORESTHILL,5,7701, , ,250,13,2,PLACER,AMERICAN R,UC Merced,SACRAMENTO RIVER,"10,12,14,18,30,31,32,77,103,105,134"
DON,DONNELLS,4835,38.329,-119.96,PINECREST,6,8501, , ,50,19,0,TUOLUMNE,STANISLAUS R,US Bureau of Reclamation,SAN JOAQUIN RIVER,"15,22,23"
DOS,MIDDLE FORK EEL RIVER NEAR DOS RIOS,900,39.70626831,-123.3252945,LAYTONVILLE,1,1201, , ,58,11,0,MENDOCINO,EEL R,US Geological Survey,NORTH COAST,"1,14,20"
DOT,DOOLEY CK AT OLD TOLL RD NR HOPLAND,570,38.9761,-123.0703,HOPLAND,1,7601, , ,40,0,2,MENDOCINO,RUBICON R,National Weather Service,NORTH COAST,"1,14"
DOY,DOYLE CROSSING,5670,40.1192,-120.483,JANESVILLE,5,7301, , ,1,10,0,PLUMAS,FEATHER R,CA Dept of Water Resources,SACRAMENTO RIVER,"2,4,9,10,12,14,16,17,30,31,32,45,77,78,103,115,126,134"
DP2,DONNER PARK 2,6000,39.32,-120.245,,8,10501, , ,999,14,0,PLACER,TRUCKEE R,None Specified,NORTH LAHONTAN,"3,18,82"
DPC,DEL PUERTO CK - USGS,43,37.4867,-121.2081,MODESTO,6,9001, , ,58,23,0,STANISLAUS,SAN JOAQUIN R,US Geological Survey,SAN JOAQUIN RIVER,"1,14,25,100"
DPH,DRUM POWER HOUSE,3400,39.264,-120.767,EMIGRANT GAP,5,7501, , ,60,14,0,PLACER,BEAR R,Pacific Gas & Electric,SACRAMENTO RIVER,"2,4,12,14,16,30,31,32,45"
DPK,DUNCAN PEAK,6929,39.1546,-120.5101,FORESTHILL,5,7701, , ,250,14,0,PLACER,AMERICAN R,UC Merced,SACRAMENTO RIVER,"2,3,9,10,12,14,18,26,30,31,32,77,103,105,106,108"
DPO,DEVIL'S POSTPILE,7569,37.6294,-119.0847,MAMMOTH LAKE,6,9001,55,999,702,25,2,MADERA,SAN JOAQUIN R,CA Dept of Water Resources/Snow Surveys,SAN JOAQUIN RIVER,"2,3,4,9,10,12,14,17,18,77,78,82,103,104,105,106,107,108,116,117,118,119,120,121"
DPU,DEL PUERTO CK,50,37.53947,-121.12206,MODESTO,6,9001, , ,233,23,2,STANISLAUS,SAN JOAQUIN R,Patterson ID / SJVDA,SAN JOAQUIN RIVER,"1,14,25,100"
DRC,DEER CK FOREBAY (PG&E),4455,39.3,-120.825,NEVADA CITY,5,7401, , ,60,14,0,NEVADA,YUBA R,Pacific Gas & Electric,SACRAMENTO RIVER,"2,4,12,14,16,30,31,32,45"
DRK,DEER CK,460,36.3281,-119.0789,LINDSAYU,7,9501, , ,56,31,0,TULARE,KAWEAH R,US Army Corps of Engineers,TULARE LAKE,"1,14"
DRM,DRUM CANAL,4750,39.264,-120.73,NEVADA CITY,5,7401, , ,60,14,0,PLACER,YUBA R,Pacific Gas & Electric,SACRAMENTO RIVER,69
DRN,DORRINGTON,4750,38.305,-120.278,,6,8501, , ,999,18,0,CALAVERAS,STANISLAUS R,None Specified,SAN JOAQUIN RIVER,"3,18,82"
DRO,DELTA RUNOFF ONE DAY CALCULATION,6,38.042,-121.642,BETHEL ISLAND,5,8101, , ,700,17,0,CONTRA COSTA,DELTA,CA Dept of Water Resources/Flood Management,SACRAMENTO RIVER,155
DRR,DARRINGTON,7100,38.825,-120.053,,5,7701, , ,1,18,0,EL DORADO,AMERICAN R,CA Dept of Water Resources,SACRAMENTO RIVER,"3,18,82"
DRS,DORRIS RANCH,1968,39.329,-121.108,NEVADA CITY,5,7401, , ,3,13,0,NEVADA,YUBA R,CAL FIRE,SACRAMENTO RIVER,"2,4,9,10,11,12,13,14"
DRY,DRY CREEK NEAR HEALDSBURG,90,38.58740997,-122.8622131,HEALDSBURG,1,1601, , ,58,16,0,SONOMA,RUSSIAN R,US Geological Survey,NORTH COAST,"1,14,20"
DSA,DOS AMIGOS PUMPING PLANT,100,36.924097,-120.825577,LOS BANOS,6,9001, , ,703,30,0,MERCED,SAN JOAQUIN R,CA Dept of Water Resources/O & M,SAN JOAQUIN RIVER,70
DSB,DE SABLA (PG&E),2710,39.867,-121.617,PARADISE,5,7201, , ,60,13,0,BUTTE,BUTTE CR,Pacific Gas & Electric,SACRAMENTO RIVER,"2,45"
DSF,DINKEY SAND FLAT,5500,37.047,-119.152,,7,9401, , ,999,25,0,FRESNO,KINGS R,None Specified,TULARE LAKE,"3,18,82"
DSJ,DUTCH SLOUGH AT JERSEY ISLAND,10,38.013,-121.671,OAKLEY,6,9001, , ,58,17,0,CONTRA COSTA,SAN JOAQUIN R,US Geological Survey,SAN JOAQUIN RIVER,"1,20,21,25,61,100,221,222,223,224"
DSM,DODSONS MEADOW,8050,37.092,-118.958,,7,9401, , ,61,26,0,FRESNO,KINGS R,Pacific Gas and Electric Company,TULARE LAKE,"3,18,82"
DSN,DRY CREEK NR SNELLING,230,37.555,-120.463,SNELLING,6,8701,60,999,204,24,2,MERCED,MERCED R,Merced Irrigation District,SAN JOAQUIN RIVER,"1,14,16,20"
DSR,JT14 DOYLE SPRINGS DIVERSION,3940,36.189,-118.66596,SPRINGVILLE,7,9601, , ,61,32,2,TULARE,TULE R,Pacific Gas and Electric Company,TULARE LAKE,"1,14"
DTL,DUTCH LAKE,9100,37.258,-118.997,,6,9001, , ,68,26,0,FRESNO,SAN JOAQUIN R,Southern California Edison Company,SAN JOAQUIN RIVER,"3,18,82"
DTO,DELTA OUTFLOW,0,38.059,-122.025,RIO VISTA,5,8101, , ,703,15,0,SOLANO,DELTA,CA Dept of Water Resources/O & M,SACRAMENTO RIVER,23
DTV,DEATH VALLEY,-194,36.467,-116.867,,9,11301, , ,40,34,0,INYO,AMARGOSA R,National Weather Service,SOUTH LAHONTAN,"2,45"
DUC,DUDLEY RANCH BELOW COULTERVILLE,3654,37.741,-120.133,,6,8701, , ,204,24,0,MARIPOSA,MERCED R,Merced Irrigation District,SAN JOAQUIN RIVER,"2,4,14,16,30,31,32,45"
DUN,DUNCAN,7100,39.144,-120.509,FORESTHILL,5,7701, , ,44,14,0,PLACER,AMERICAN R,US Forest Service,SACRAMENTO RIVER,"2,4,9,10,11,12,13,14,26,30,31,32,77,78"
DV7,DEL VALLE CHECK 7 (KB001638),500,37.6547,-121.7419,LIVERMORE,2,2001, , ,703,23,0,ALAMEDA,EAST BAY,CA Dept of Water Resources/O & M,SAN FRANCISCO BAY,"25,27,62,100,114,146"
DVB,DANVILLE LIBRARY,364,37.8208,-121.9956,DANVILLE,2,2801, , ,107,23,0,CONTRA COSTA,SF BAY,Contra Costa County,SAN FRANCISCO BAY,"2,16,45"
DVD,DEER CREEK BELOW STANFORD VINA DAM,335,39.96361542,-122.0343628,VINA,5,6501, , ,1,12,0,TEHAMA,SACRAMENTO R,CA Dept of Water Resources,SACRAMENTO RIVER,"1,14,20,25"
DVF,DUCK CK DIVERSION NR FARMINGTON,146,37.945,-120.93,STOCKTON,5,9001, , ,56,24,0,SAN JOAQUIN,SAN JOAQUIN R,US Army Corps of Engineers,SACRAMENTO RIVER,"1,14"
DVR,DAVIS RANCH,550,40.35,-122.45,COTTONWOOD,5,6901, , ,50,8,0,TEHAMA,COTTONWOOD CR,US Bureau of Reclamation,SACRAMENTO RIVER,"2,4,14,16,45"
DVS,DAVIS 2WSW,60,38.533,-121.767,,5,7101, , ,40,17,0,SACRAMENTO,SACTO VLY WEST,National Weather Service,SACRAMENTO RIVER,2
DW1,DEADWOOD REPEATER,4540,37.3136,-119.685,OAKHURST,6,8901, , ,56,25,0,MADERA,FRESNO R,US Army Corps of Engineers,SAN JOAQUIN RIVER,"4,14"
DWS,SACRAMENTO DEEP WATER SHIPPING CHANNEL,0,38.25611,-121.66667,WEST SACRAMENTO,5,6501, , ,58,17,0,YOLO,SACRAMENTO R,US Geological Survey,SACRAMENTO RIVER,"1,20,21,25,100,221"
DWV,DOWNIEVILLE,2915,39.5667,-120.8333,DOWNIEVILLE,5,7401, , ,40,14,0,SIERRA,YUBA R,National Weather Service,SACRAMENTO RIVER,"2,45"
DYE,DOYLE (BLM),4240,40.022,-120.106,PORTOLA,8,10401, , ,3,10,0,LASSEN,SUSAN R,CAL FIRE,NORTH LAHONTAN,"2,4,9,10,12,13,14,26,30,31,32,77,78"
DYL,DOYLE,4240,40.033,-120.1,PORTOLA,8,10401, , ,40,10,0,LASSEN,SUSAN R,National Weather Service,NORTH LAHONTAN,2
DYR,DYER RESERVOIR,805,37.757824,-121.674913,LIVERMORE,6,8101, , ,703,22,0,CONTRA COSTA,DELTA,CA Dept of Water Resources/O & M,SAN JOAQUIN RIVER,"27,62,100,114,146"
EBB,EBBETTS PASS,8700,38.561,-119.808,MARKLEEVILLE,8,10701, , ,54,19,0,ALPINE,CARSON R,Natural Resources Conservation Service,NORTH LAHONTAN,"2,3,4,18,30,31,32,82"
EBM,EASTSIDE BYPASS BLW MARIPOSA BYPASS,115,37.205,-120.6981,MERCED,6,9001, , ,706,24,0,MERCED,SAN JOAQUIN R,CA Dept of Water Resources/SCRO,SAN JOAQUIN RIVER,"1,14,20,25,27,28,41,61,62,100"
EBY,ELK BAYOU,248,36.124929,-119.356306,TIPTON,7,9601, , ,900,31,2,TULARE,TULE R,Kaweah Delta Water Conservation District,TULARE LAKE,"1,14,20"
ECD,EAST CONTRA COUNTY ID PP#1,22,37.917863,-121.625999,DISCOVERY BAY,5,8101, , ,1,23,2,CONTRA COSTA,DELTA,CA Dept of Water Resources,SACRAMENTO RIVER,"14,100,146"
ECH,ECHO LAKE CONDUIT,7420,38.831,-120.037,MEYERS,5,7701, , ,60,18,0,EL DORADO,AMERICAN R,Pacific Gas & Electric,SACRAMENTO RIVER,69
ECK,ELEANOR CK NR HETCH HETCHY,4500,37.96908951,-119.8821259,MATHER,6,8601, , ,58,25,0,TUOLUMNE,TUOLUMNE R,US Geological Survey,SAN JOAQUIN RIVER,"1,14,20,25"
ECO,ECHO LAKE,7420,38.831,-120.037,MEYERS,8,10501, , ,209,18,29,EL DORADO,TRUCKEE R,El Dorado Irrigation District,NORTH LAHONTAN,"6,15"
ECP,ELDER CREEK NEAR PASKENTA,718,40.02376556,-122.5119476,PASKENTA,5,6501, , ,58,8,0,TEHAMA,SACRAMENTO R,US Geological Survey,SACRAMENTO RIVER,"1,14,20"
ECS,ECHO SUMMIT,7450,38.828,-120.037,,5,7701, , ,14,18,0,EL DORADO,AMERICAN R,Placerville Ranger District,SACRAMENTO RIVER,"3,18,82"
EDA,LOS GATOS CREEK AT EL DORADO AVENUE,490,36.167,-120.209,COALINGA,7,9950, , ,1,30,0,FRESNO,LOS GATOS CR (NEAR COALINGA),CA Dept of Water Resources,TULARE LAKE,"1,14"
EDC,EL DORADO CANAL,3840,38.764,-120.327,KYBURZ,5,7701, , ,60,18,0,EL DORADO,AMERICAN R,Pacific Gas & Electric,SACRAMENTO RIVER,66
EDI,EL DORADO INTAKE,3900,38.755,-120.583,KYBURZ,5,7701, , ,60,18,0,EL DORADO,AMERICAN R,Pacific Gas & Electric,SACRAMENTO RIVER,"2,45"
EDN,STUMPY MEADOWS RESERVOIR(MARK EDSON DAM),4272,38.903,-120.603,PLACERVILLE,5,7701, , ,100,18,0,EL DORADO,AMERICAN R,Georgetown Divide Public Utility District,SACRAMENTO RIVER,15
EDT,LAKE ELEANOR DIV TUNNEL,4620,37.98,-119.881,MATHER,6,8601, , ,58,25,0,TUOLUMNE,TUOLUMNE R,US Geological Survey,SAN JOAQUIN RIVER,"1,14,20"
EDV,COYOTE CREEK AT EDENVALE,190,37.271,-121.796,EDENVALE,2,2201, , ,219,23,0,SANTA CLARA,COYOTE WASH,Santa Clara Valley Water District,SAN FRANCISCO BAY,"1,169"
EEL,EEL RIVER (USFS),1500,39.833,-123.083,SAWMILL,1,1201, , ,44,11,0,MENDOCINO,EEL R,US Forest Service,NORTH COAST,"2,4,9,10,11,12,13,14,30,31,32,77,78"
EFC,EAST FK CARSON RIVER NR GARDNERVILLE,4985,38.847,-119.703,GARDNERVILLE,8,10701, , ,58,19,0,State of Nevada,CARSON R,US Geological Survey,NORTH LAHONTAN,"65,66"
EGM,EAGLE MEADOW,7500,38.288,-119.832,,6,8501, , ,67,19,0,TUOLUMNE,STANISLAUS R,Pacific Gas and Electric Company,SAN JOAQUIN RIVER,"3,18,82"
EGN,COSUMNES RIVER AT EAGLES NEST ROAD,100,38.485,-121.26,FLORIN,6,8201, , ,134,17,0,SACRAMENTO,COSUMNES R,Sacramento County,SAN JOAQUIN RIVER,"1,2,16,45"
EIN,EARLY INTAKE,2356,37.875,-119.967,MATHER,6,8601, , ,1,25,0,TUOLUMNE,TUOLUMNE R,CA Dept of Water Resources,SAN JOAQUIN RIVER,2
EKN,EUREKA CANYON (CORRALITOS 6NW),1700,37.036,-121.803,CORRALITOS,3,3201, , ,144,23,0,SANTA CRUZ,PAJARO R,Santa Cruz County,CENTRAL COAST,16
ELG,ELK GROVE FISH HATCHERY,45,38.421,-121.374,ELK GROVE,6,8201, , ,134,17,0,SACRAMENTO,COSUMNES R,Sacramento County,SAN JOAQUIN RIVER,"2,45"
ELL,ELLERY LAKE,9600,37.938,-119.248,TUOLUMNE MEADOWS,9,10901, ,702,69,25,0,MONO,MONO LAKE,Southern California Edison Company,SOUTH LAHONTAN,"3,18,82"
ELN,EASTSIDE BYPASS NEAR EL NIDO,100,37.1475,-120.6053,MERCED,6,9001,700,999,700,24,0,MERCED,SAN JOAQUIN R,CA Dept of Water Resources/Flood Management,SAN JOAQUIN RIVER,"1,14,20,41"
ELP,EEL RIVER BELOW LAKE PILLSBURY 24HR AVG,1740,39.4081,-122.9703,POTTER VALLEY,1,1201, , ,60,12,0,LAKE,EEL R,Pacific Gas & Electric,NORTH COAST,"41,146"
ELW,EASTMAN LAKE WEATHER,540,37.2133,-119.97,MADERA,6,8801, , ,56,25,0,MADERA,CHOWCHILLA R,US Army Corps of Engineers,SAN JOAQUIN RIVER,"2,4,9,10,12,14,17,26,29,47,175"
EML,EMERALD LAKE,10600,37.183,-118.762,,6,9001, , ,68,26,0,FRESNO,SAN JOAQUIN R,Southern California Edison Company,SAN JOAQUIN RIVER,"3,18,82"
EMM,EMMATON (USBR),0,38.08396149,-121.7389221,RIO VISTA,5,8101, , ,50,999,0,SACRAMENTO,DELTA,US Bureau of Reclamation,SACRAMENTO RIVER,"14,25,100,102"
EMV,EMIGRANT VALLEY,8400,38.672,-120.047,,5,7701, , ,999,18,0,ALPINE,AMERICAN R,None Specified,SACRAMENTO RIVER,"3,18,82"
ENB,ENGLEBRIGHT (YCWA),551,39.239,-121.267,MARYSVILLE,5,7401, , ,83,13,0,NEVADA,YUBA R,Yuba County Water Agency,SACRAMENTO RIVER,"6,15,76"
ENG,ENGLEBRIGHT (USACE),551,39.239,-121.267,MARYSVILLE,5,7401,700,999,56,13,0,NEVADA,YUBA R,US Army Corps of Engineers,SACRAMENTO RIVER,"2,6,7,15,22,23,31,32,45,71,76"
ENM,ENGLISH MOUNTAIN,7100,39.436,-120.525,,5,7401, , ,81,14,0,NEVADA,YUBA R,Nevada Irrigation District,SACRAMENTO RIVER,"3,18,82"
ENR,LAKE ELEANOR,4660,37.974,-119.88,HETCH HETCHY,6,8601, , ,94,25,0,TUOLUMNE,TUOLUMNE R,Hetch Hetchy Water and Power,SAN JOAQUIN RIVER,"6,14,15,66"
ENW,ENGLEBRIGHT WEATHER,850,39.2372,-121.2653,MARYSVILLE,5,7401, , ,56,13,0,NEVADA,YUBA R,US Army Corps of Engineers,SACRAMENTO RIVER,"2,4,14"
EP5,ECHO PEAK 5,7800,38.849,-120.079,SOUTH LAKE,8,10601, , ,54,18,0,EL DORADO,LAKE TAHOE,Natural Resources Conservation Service,NORTH LAHONTAN,"2,3,4,18,30,31,32,82"
EPH,ELECTRA PH,720,38.333,-120.667,JACKSON,6,8301, , ,60,18,0,AMADOR,MOKELUMNE R,Pacific Gas & Electric,SAN JOAQUIN RIVER,"2,45"
EPK,EAST PARK RESERVOIR,1205,39.367,-122.517,STONEYFORD,5,7251, , ,50,12,0,COLUSA,STONY CR,US Bureau of Reclamation,SACRAMENTO RIVER,"1,2,4,6,9,10,12,14,15,16,17,20,24,26,30,31,32,36,45,71"
EPP,EAST PIUTE PASS,10800,37.235,-118.687,,9,11001, , ,1,26,0,INYO,OWENS R,CA Dept of Water Resources,SOUTH LAHONTAN,"3,18,82"
EPW,EL PORTAL,2073,37.675333,-119.787917,EL PORTAL,6,8701, , ,55,25,2,MARIPOSA,MERCED R,National Park Service,SAN JOAQUIN RIVER,"2,4,9,10,11,12,13,14,26,31,32,45,77,78"
ERB,EUREKA BOWL,6800,39.755,-120.72,,5,7301, , ,2,14,0,PLUMAS,FEATHER R,CA Dept of Water Resources,SACRAMENTO RIVER,"3,18,82"
ERC,EEL RIVER CAMP,470,40.138,-123.824,REDWAY,1,1201, , ,3,7,0,HUMBOLDT,EEL R,CAL FIRE,NORTH COAST,"2,4,9,10,11,12,13,14,26,30,31,32,77,78"
ERK,EUREKA WOODLEY ISLAND,20,40.8,-124.167,EUREKA,1,1201, , ,40,6,0,HUMBOLDT,EEL R,National Weather Service,NORTH COAST,"2,45"
ERS,EEL RIVER AT SCOTIA,36,40.492,-124.099,RIO DELL,1,1201, , ,801,6,0,HUMBOLDT,EEL R,CA Dept of Fish and Game,NORTH COAST,"65,66"
ERY,ELLERY LAKE,9645,37.93496704,-119.2322006,TUOLUMNE MEADOWS,9,10901,999,999,702,999,0,MONO,MONO LAKE,CA Dept of Water Resources/Snow Surveys,SOUTH LAHONTAN,"2,4,9,10,12,14,18,30,31,32,45,77,78,103,104,105,115"
ESP,ESPERANZA (BANNER ROAD),2512,38.284417,-120.48975,MOUNTAIN RANCH,6,8401, , ,3,17,0,CALAVERAS,CALAVERAS R,CAL FIRE,SAN JOAQUIN RIVER,"2,4,9,10,11,12,13,14,17,26,77,78"
EUR,EUREKA LAKE,6200,39.762,-120.713,,5,7301, , ,2,14,0,PLUMAS,FEATHER R,CA Dept of Water Resources,SACRAMENTO RIVER,"3,18,82"
EVA,EEL RIVER BELOW VAN ARSDALE DAM 24HR AVG,1400,39.3886,-123.115,POTTER VALLEY,1,1201, , ,60,11,0,MENDOCINO,EEL R,Pacific Gas & Electric,NORTH COAST,"20,41"
EWR,EAST WALKER RIVER NR BRIDGEPORT,6400,38.328,-119.214,BRIDGEPORT,8,10801, , ,58,19,0,MONO,WALKER R,US Geological Survey,NORTH LAHONTAN,"65,66"
EWS,PLUMAS EUREKA ST PARK WEATHER STATION,5107,39.75778,-120.69611,GRAEAGLE,5,7301, , ,700,14,2,PLUMAS,FEATHER R,CA Dept of Water Resources/Flood Management,SACRAMENTO RIVER,"4,9,10,11,12,13,14,16,17,26,31,32,45,77,78"
EXC,NEW EXCHEQUER-LK MCCLURE,879,37.585,-120.27,SNELLING,6,8701,60,999,204,24,0,MARIPOSA,MERCED R,Merced Irrigation District,SAN JOAQUIN RIVER,"2,4,6,14,15,16,22,23,30,31,32,45,64,76,94,200"
F56,NF FEATHER R BL GRIZZLY CREEK,1465,39.852501,-121.391388,STORRIE,5,7301, , ,60,13,20,BUTTE,FEATHER R,Pacific Gas & Electric,SACRAMENTO RIVER,20
F57,NF FEATHER R BL ROCK CREEK DIV DAM,2080,39.979721,-121.275833,BELDEN,5,7301, , ,60,13,20,PLUMAS,FEATHER R,Pacific Gas & Electric,SACRAMENTO RIVER,20
FAL,FALSE RIVER NEAR OAKLEY,0,38.0558,-121.6669,OAKLEY,6,8101, , ,5,17,0,CONTRA COSTA,DELTA,USGS and DWR,SAN JOAQUIN RIVER,"1,20,21,25,27,28,61,100,222,223,224,225,226,227,228,229,230"
FAR,TRUCKEE RIVER AT FARAD,5153,39.42796326,-120.0340881,FLORISTON,8,10501, , ,58,14,0,NEVADA,TRUCKEE R,US Geological Survey,NORTH LAHONTAN,"1,2,14,20,25,27,169"
FBD,FORBESTOWN DITCH (OROV-WYAN CANAL),3166,39.55,-121.18,OROVILLE,5,7301, , ,80,13,0,BUTTE,FEATHER R,South Feather Water and Power Agency,SACRAMENTO RIVER,69
FBL,FEATHER RIVER AT BOYD'S LANDING,50,39.04549408,-121.6104279,YUBA CITY,5,7301, , ,151,999,0,SUTTER,FEATHER R,Sutter County,SACRAMENTO RIVER,"1,14,20,141,169"
FBN,FREEL BENCH,7300,38.85,-119.95,,8,10601, , ,54,19,0,EL DORADO,LAKE TAHOE,Natural Resources Conservation Service,NORTH LAHONTAN,"3,18,82"
FBS,FORBESTOWN,2840,39.517,-121.2661,FORBESTOWN,5,7301,1,999,60,13,0,BUTTE,FEATHER R,Pacific Gas & Electric,SACRAMENTO RIVER,"2,4,12,14,16,30,31,32,45"
FCD,FLOOD CONTROL HQ - CONTRA COSTA CO,160,37.988,-122.085,CONCORD,2,9001, , ,107,22,0,CONTRA COSTA,SAN JOAQUIN R,Contra Costa County,SAN FRANCISCO BAY,16
FCH,FANCHER CREEK,920,36.8839,-119.4658,ACADEMY,7,9401, , ,3,31,0,FRESNO,KINGS R,CAL FIRE,TULARE LAKE,"2,4,9,10,11,12,13,14,30,31,32,45"
FCT,FISHERMANS CUT,4,38.067822,-121.648838,ANTIOCH,6,9001, , ,704,16,17,SAN JOAQUIN,SAN JOAQUIN R,CA Dept of Water Resources/NCRO,SAN JOAQUIN RIVER,"20,21,25,27,61,100,222,223,224,225,226,227,228,229,230"
FCV,FRENCHMAN COVE,5800,39.897,-120.265,,5,7301, , ,2,14,0,PLUMAS,FEATHER R,CA Dept of Water Resources,SACRAMENTO RIVER,"3,18,82"
